,id,tweet_text,tweet_date,query_used,filtered_words,join_words,sentiment
10,1048408675709333505,Oi eu sou a criança deprimida :) https://t.co/p13tvMUSSq,Sat Oct 06 03:04:41 +0000 2018,:),"['oi', 'crianca', 'deprimida']",oi crianca deprimida,1
11,1048397104014667777,"@jelenatype voltei, é q tu nao manda mais msg acaba nem sabendo grr, mas inclusive eu ganhei :P https://t.co/vdODqE88yo",Sat Oct 06 02:18:42 +0000 2018,:),"['jelenatyp', 'voltei', 'q', 'nao', 'manda', 'msg', 'acaba', 'sabendo', 'grr', 'inclus', 'ganhei', 'p']",jelenatyp voltei q nao manda msg acaba sabendo grr inclus ganhei p,1
12,1049137986766626817,"Eu nunca pensei que, um dia, eu ia fugir dos meus problemas... Mas eu nem voto, então não coloquem a culpa em mim :) https://t.co/6WTAiisFaV",Mon Oct 08 03:22:42 +0000 2018,:),"['nunca', 'pensei', 'dia', 'ia', 'fugir', 'problema', 'voto', 'entao', 'nao', 'coloquem', 'culpa', 'mim']",nunca pensei dia ia fugir problema voto entao nao coloquem culpa mim,0
13,1045365438677471232,"@canhascp @sttoyan Obg, era mm isso :) abraço",Thu Sep 27 17:31:57 +0000 2018,:),"['canhascp', 'sttoyan', 'obg', 'mm', 'abraco']",canhascp sttoyan obg mm abraco,1
14,1046717854110949377,"@giordanelages Oh, Gio :(( Sinto muito! Forças e bênçãos pra você e sua família",Mon Oct 01 11:05:58 +0000 2018,:(,"['giordanelag', 'oh', 'gio', 'sinto', 'forca', 'bencao', 'pra', 'voce', 'familia']",giordanelag oh gio sinto forca bencao pra voce familia,0
15,1042428359647604737,Grupo flagrado tentando usar ônibus sem pagar na Colômbia é obrigado a limpar o chão https://t.co/SaROcR2po0,Wed Sep 19 15:01:02 +0000 2018,folha,"['grupo', 'flagrado', 'tentando', 'usar', 'onibu', 'pagar', 'colombia', 'obrigado', 'limpar', 'chao']",grupo flagrado tentando usar onibu pagar colombia obrigado limpar chao,1
16,1041768009285742592,Cinco bons podcasts para ouvir e acompanhar https://t.co/ppgDDjYHqC,Mon Sep 17 19:17:03 +0000 2018,folha,"['cinco', 'bon', 'podcast', 'ouvir', 'acompanhar']",cinco bon podcast ouvir acompanhar,1
17,1049103110117965824,@edivaldo1000 Mandei DM. Verifica lá. :),Mon Oct 08 01:04:07 +0000 2018,:),"['edivaldo', 'mandei', 'dm', 'verifica', 'la']",edivaldo mandei dm verifica la,1
18,1031296850257764352,Esses jogos do Brasileirão só servem para realçar a lista de dispensas para 2019! #Fato,Sun Aug 19 21:48:24 +0000 2018,#fato,"['jogo', 'brasileirao', 'so', 'servem', 'realcar', 'lista', 'dispensa', 'fato']",jogo brasileirao so servem realcar lista dispensa fato,2
19,1039193086633668608,"#Fsradiobrasil @benjaminback BENJAAAA, UM QUESTIONAMENTO AO SR. SORMANI ! Ele fala que treinador bom tem que ter cabelo branco e etc.. O MAIOR TÉCNICO DO MUNDO ( PEPE GUARDIOLA), não tem nem cabelo branco e nem cabelo ! O cabeça branca do Sormani está desatualizada #FATO",Mon Sep 10 16:45:13 +0000 2018,#fato,"['fsradiobrasil', 'benjaminback', 'benjaaaa', 'questionamento', 'sr', 'sormani', 'fala', 'treinador', 'bom', 'ter', 'cabelo', 'branco', 'etc', 'maior', 'tecnico', 'mundo', 'pepe', 'guardiola', 'nao', 'cabelo', 'branco', 'cabelo', 'cabeca', 'branca', 'sormani', 'desatualizada', 'fato']",fsradiobrasil benjaminback benjaaaa questionamento sr sormani fala treinador bom ter cabelo branco etc maior tecnico mundo pepe guardiola nao cabelo branco cabelo cabeca branca sormani desatualizada fato,2
20,1044677924224348160,Por que o Cabo Daciolo soa como um rapper? Entenda no vídeo: https://t.co/FVAuVWDHG2,Tue Sep 25 20:00:00 +0000 2018,jornaloglobo,"['cabo', 'daciolo', 'soa', 'rapper', 'entenda', 'video']",cabo daciolo soa rapper entenda video,2
21,1049289289966804997,@valoreconomico Inacreditável que tem pessoas wue votem nesse imbecil :(,Mon Oct 08 13:23:56 +0000 2018,:(,"['valoreconomico', 'inacreditavel', 'pessoa', 'wue', 'votem', 'ness', 'imbecil']",valoreconomico inacreditavel pessoa wue votem ness imbecil,0
22,1046377621460664320,Angela Maria: Veja repercussão da morte da cantora https://t.co/aH2y11obcd #G1 https://t.co/0XzTyVHEGA,Sun Sep 30 12:34:00 +0000 2018,g1,"['angela', 'maria', 'veja', 'repercussao', 'mort', 'cantora', 'g']",angela maria veja repercussao mort cantora g,2
23,1045032762116194304,Anitta rouba a cena com look sexy no Prêmio Multishow de Música Brasileira. https://t.co/MAiFNMVl4V https://t.co/KgaheXGIHt,Wed Sep 26 19:30:00 +0000 2018,jornaloglobo,"['anitta', 'rouba', 'cena', 'look', 'sexi', 'premio', 'multishow', 'musica', 'brasileira']",anitta rouba cena look sexi premio multishow musica brasileira,2
24,1038936349649367041,Seis candidatos a presidente participam de terceiro debate na TV; veja propostas https://t.co/q9hmTb40ea #G1 https://t.co/MZCY1fK04U,Sun Sep 09 23:45:02 +0000 2018,g1,"['sei', 'candidato', 'president', 'participam', 'terceiro', 'debat', 'tv', 'veja', 'proposta', 'g']",sei candidato president participam terceiro debat tv veja proposta g,2
25,1046946647861858305,@parrillamotel eu to mto mal depois de ter visto esse video :( quero q esse merda morra da pior forma possível existente no planeta e q a vida dele tenha a pior das dores porra eu to mto puta,Tue Oct 02 02:15:06 +0000 2018,:(,"['parrillamotel', 'to', 'mto', 'mal', 'ter', 'visto', 'video', 'quero', 'q', 'merda', 'morra', 'pior', 'forma', 'possivel', 'existent', 'planeta', 'q', 'vida', 'pior', 'dore', 'porra', 'to', 'mto', 'puta']",parrillamotel to mto mal ter visto video quero q merda morra pior forma possivel existent planeta q vida pior dore porra to mto puta,0
26,1049151475505647616,@rayrchx seria mesmoooo :(,Mon Oct 08 04:16:18 +0000 2018,:(,"['rayrchx', 'mesmoooo']",rayrchx mesmoooo,1
27,1046753348043636738,@stylouist91 sinto muito ícone :(((,Mon Oct 01 13:27:00 +0000 2018,:(,"['stylouist', 'sinto', 'icon']",stylouist sinto icon,0
28,1047471942725509122,@felipenogs vamos tomar um café :),Wed Oct 03 13:02:26 +0000 2018,:),"['felipenog', 'vamo', 'tomar', 'cafe']",felipenog vamo tomar cafe,1
29,1036797021317939200,Aí você vai toda arrumadinha e volta cheia de vinho Kkkk #AlguémTemDuvidasQueDeuBom #EramosAsMaisFelizes #Fato #SeguraElasAeeeee #BrotouFotoDoNada #Adorei #Caretela #NuncaMaisParoDeFalarDisso kkk https://t.co/5DzfnvzbVd,Tue Sep 04 02:04:07 +0000 2018,#fato,"['ai', 'voce', 'vai', 'toda', 'arrumadinha', 'volta', 'cheia', 'vinho', 'kkkk', 'alguemtemduvidasquedeubom', 'eramosasmaisfel', 'fato', 'seguraelasaeeee', 'brotoufotodonada', 'adorei', 'caretela', 'nuncamaisparodefalardisso', 'kkk']",ai voce vai toda arrumadinha volta cheia vinho kkkk alguemtemduvidasquedeubom eramosasmaisfel fato seguraelasaeeee brotoufotodonada adorei caretela nuncamaisparodefalardisso kkk,2
30,1049298120889253888,@h2okellyy :((( ontem aconteceu o mesmo com brenda e inclusive o menino que ela conversou sobre isso é da tua turma,Mon Oct 08 13:59:01 +0000 2018,:(,"['hokellyy', 'ontem', 'aconteceu', 'brenda', 'inclus', 'menino', 'convers', 'sobr', 'turma']",hokellyy ontem aconteceu brenda inclus menino convers sobr turma,0
31,1046965907099144194,Precisamos arrumar mais role pra ir :( — bora bora https://t.co/Fn2kHlbNNt,Tue Oct 02 03:31:38 +0000 2018,:(,"['precisamo', 'arrumar', 'role', 'pra', 'ir', 'bora', 'bora']",precisamo arrumar role pra ir bora bora,1
32,1046944869921505280,sdds :(,Tue Oct 02 02:08:02 +0000 2018,:(,['sdd'],sdd,0
33,1050745666396463105,"@leo_srodigues Que fogo crlh? Então mas alguém está a mencionar nomes? Não, repito, se lá estivesse nomes e caras, ai sim :)",Fri Oct 12 13:51:03 +0000 2018,:),"['leo', 'srodigu', 'fogo', 'crlh', 'entao', 'alguem', 'mencionar', 'nome', 'nao', 'repito', 'la', 'nome', 'cara', 'ai', 'sim']",leo srodigu fogo crlh entao alguem mencionar nome nao repito la nome cara ai sim,1
34,1046709487170662401,"Chegou outubro o melhor mês do ano, o meu mês, tbm falta um mês para o Enem :(",Mon Oct 01 10:32:43 +0000 2018,:(,"['chegou', 'outubro', 'melhor', 'me', 'ano', 'me', 'tbm', 'falta', 'me', 'enem']",chegou outubro melhor me ano me tbm falta me enem,1
35,1039940288628908034,"Apple anuncia novas versões do iPhone, Xs e Xs Max https://t.co/qzIVNTnJN3 #G1 https://t.co/sKAhjL1k8U",Wed Sep 12 18:14:20 +0000 2018,g1,"['appl', 'anuncia', 'nova', 'verso', 'iphon', 'x', 'x', 'max', 'g']",appl anuncia nova verso iphon x x max g,2
36,1049641187819311104,Trump volta a defender juiz acusado de abuso: ‘foi provado que é inocente’ https://t.co/lgwV3ARa5x,Tue Oct 09 12:42:15 +0000 2018,veja,"['trump', 'volta', 'defend', 'juiz', 'acusado', 'abuso', 'provado', 'inocent']",trump volta defend juiz acusado abuso provado inocent,2
37,1053306766447071234,Novo Malbec Magnetic traz o magnetismo das uvas brancas. Saiba mais em nosso site: https://t.co/xXvWL3RjUi (link na Bio) #novidade #cheiro #perfume #fragrancia #malbec #uvasbrancas #lancamento… https://t.co/TxAPxkhByZ,Fri Oct 19 15:27:57 +0000 2018,#novidade,"['novo', 'malbec', 'magnet', 'traz', 'magnetismo', 'uva', 'branca', 'saiba', 'site', 'link', 'bio', 'novidad', 'cheiro', 'perfum', 'fragrancia', 'malbec', 'uvasbranca', 'lancamento']",novo malbec magnet traz magnetismo uva branca saiba site link bio novidad cheiro perfum fragrancia malbec uvasbranca lancamento,2
38,1044548977990017024,Auxiliar de Serviços Gerais Salário: R$ 1.200 + Benefícios Local: São Paulo Mais informações sobre a vaga: https://t.co/ji0NefNHZT Quer mais vagas? Acesse: https://t.co/DSb9kWVk49 #trabalho #work #oportunidade,Tue Sep 25 11:27:37 +0000 2018,#oportunidade,"['auxiliar', 'servico', 'gerai', 'salario', 'r', 'beneficio', 'local', 'sao', 'paulo', 'informaco', 'sobr', 'vaga', 'quer', 'vaga', 'acess', 'trabalho', 'work', 'oportunidad']",auxiliar servico gerai salario r beneficio local sao paulo informaco sobr vaga quer vaga acess trabalho work oportunidad,2
39,1039912264541696000,Pontes localizadas em todo mundo! Vale a pena assistir! #curiosidade #engenharia #engenhariaincrivel #pontes Elegancy Forros https://t.co/fqNtOOmeuH,Wed Sep 12 16:22:59 +0000 2018,#curiosidade,"['pon', 'localizada', 'todo', 'mundo', 'vale', 'pena', 'assistir', 'curiosidad', 'engenharia', 'engenhariaincrivel', 'pon', 'eleg', 'forro']",pon localizada todo mundo vale pena assistir curiosidad engenharia engenhariaincrivel pon eleg forro,2
40,1049167861778993152,a minha maior decepção não é nem pelo ciro e sim pelo suplicy :(((,Mon Oct 08 05:21:25 +0000 2018,:(,"['maior', 'decepcao', 'nao', 'ciro', 'sim', 'suplici']",maior decepcao nao ciro sim suplici,0
41,1047455379037343744,Amanhã que seja greve novamente :),Wed Oct 03 11:56:37 +0000 2018,:),"['amanha', 'greve', 'novament']",amanha greve novament,1
42,1050164595346821122,Kátia Abreu sugere que Haddad renuncie e Ciro o substitua contra Bolsonaro https://t.co/DRBU0tgv7b,Wed Oct 10 23:22:05 +0000 2018,exame,"['katia', 'abreu', 'suger', 'haddad', 'renunci', 'ciro', 'substitua', 'contra', 'bolsonaro']",katia abreu suger haddad renunci ciro substitua contra bolsonaro,2
43,1046747772832108545,"Conseguiste concretizar alguns objetivos este ano? — Ainda tô em processo, mas satisfeito e grato com todos os passos que dei esse ano :) https://t.co/9dkKCAj7IW",Mon Oct 01 13:04:51 +0000 2018,:),"['conseguist', 'concretizar', 'algun', 'objetivo', 'ano', 'ainda', 'to', 'processo', 'satisfeito', 'grato', 'todo', 'passo', 'dei', 'ano']",conseguist concretizar algun objetivo ano ainda to processo satisfeito grato todo passo dei ano,1
44,1045410136779558914,@ocafebelgrado mandei-lhe uma DM.. :),Thu Sep 27 20:29:34 +0000 2018,:),"['ocafebelgrado', 'mandei', 'dm']",ocafebelgrado mandei dm,1
45,1032957989832073218,Assistente Administrativo de Vendas Salário: R$ 1.500 + Benefícios Local: Caieiras Mais informações sobre a vaga: https://t.co/TjW6gokkmT Quer mais vagas? Acesse: https://t.co/DSb9kWVk49 #trabalho #work #oportunidade,Fri Aug 24 11:49:10 +0000 2018,#oportunidade,"['assistent', 'administrativo', 'venda', 'salario', 'r', 'beneficio', 'local', 'caieira', 'informaco', 'sobr', 'vaga', 'quer', 'vaga', 'acess', 'trabalho', 'work', 'oportunidad']",assistent administrativo venda salario r beneficio local caieira informaco sobr vaga quer vaga acess trabalho work oportunidad,2
46,1037162148332335104,Peixe raro capturado em Fernando de Noronha pode ser de espécie desconhecida até então https://t.co/cPe8VV0hoS #G1 #G1Pernambuco https://t.co/uUhvUjwZx4,Wed Sep 05 02:15:00 +0000 2018,g1,"['peix', 'raro', 'capturado', 'fernando', 'noronha', 'pode', 'ser', 'especi', 'desconhecida', 'ate', 'entao', 'g', 'gpernambuco']",peix raro capturado fernando noronha pode ser especi desconhecida ate entao g gpernambuco,1
47,1042864072503513089,"Quando você quer mesmo você faz, nada te impede #Fato",Thu Sep 20 19:52:25 +0000 2018,#fato,"['voce', 'quer', 'voce', 'faz', 'nada', 'imped', 'fato']",voce quer voce faz nada imped fato,2
48,1045419243448209408,"@abreu_martaa ao lado do terceiro já fico o quarto rsrs, na sala é mais confortável :p",Thu Sep 27 21:05:45 +0000 2018,:),"['abreu', 'martaa', 'lado', 'terceiro', 'ja', 'fico', 'quarto', 'rsr', 'sala', 'confortavel', 'p']",abreu martaa lado terceiro ja fico quarto rsr sala confortavel p,1
49,1050580782853644288,"@MarciaPedralino @revistaVIP Deu um pouquinho, né 😆 hahah",Fri Oct 12 02:55:52 +0000 2018,exame,"['marciapedralino', 'revistavip', 'deu', 'pouquinho', 'ne', 'hahah']",marciapedralino revistavip deu pouquinho ne hahah,0
50,1046945279331766272,Anjinhos curtindo a noite com a companhia um do outro que lindos :( https://t.co/gw58CSnv3v,Tue Oct 02 02:09:40 +0000 2018,:(,"['anjinho', 'curtindo', 'noit', 'companhia', 'outro', 'lindo']",anjinho curtindo noit companhia outro lindo,1
51,1044657788897509377,Compare o que foi detalhado nos programas de governo dos candidatos ao Palácio do Planalto https://t.co/8l5LFvK5zs #Eleições2018,Tue Sep 25 18:40:00 +0000 2018,folha,"['compar', 'detalhado', 'programa', 'governo', 'candidato', 'palacio', 'planalto', 'eleico']",compar detalhado programa governo candidato palacio planalto eleico,2
52,1049134199465267200,@raissagambarra eu tbm :(,Mon Oct 08 03:07:39 +0000 2018,:(,"['raissagambarra', 'tbm']",raissagambarra tbm,1
53,1039940455264337920,Saiba mais: https://t.co/rWmXCaN8Bg ⠀⠀⠀⠀⠀ #RedeFuturaDeEnsino #Faveni #Empregos #Oportunidade #QuartaDetremuraSDV https://t.co/uqBxIrRbNU,Wed Sep 12 18:15:00 +0000 2018,#oportunidade,"['saiba', 'redefuturadeensino', 'faveni', 'emprego', 'oportunidad', 'quartadetremurasdv']",saiba redefuturadeensino faveni emprego oportunidad quartadetremurasdv,2
54,1050608005929099270,1968: Astronautas da Apolo-7 inauguram caminho para futuras missões à Lua https://t.co/7R29QHEHG1,Fri Oct 12 04:44:02 +0000 2018,folha,"['astronauta', 'apolo', 'inauguram', 'caminho', 'futura', 'misso', 'lua']",astronauta apolo inauguram caminho futura misso lua,1
55,1046822054094233602,&gt;@EstadaoInter Coreias do Sul e do Norte começam a remover minas terrestres de fronteira https://t.co/s21CdeGq93,Mon Oct 01 18:00:01 +0000 2018,estadao,"['gt', 'estadaoint', 'coreia', 'sul', 'nort', 'comecam', 'remov', 'mina', 'terrestr', 'fronteira']",gt estadaoint coreia sul nort comecam remov mina terrestr fronteira,2
56,1049132041374195713,@isaabellacp foram 11 na real :D,Mon Oct 08 02:59:05 +0000 2018,:),"['isaabellacp', 'real', 'd']",isaabellacp real d,0
57,1049189931720105984,@viiiny11 Eu não tenho serviço nem pra mim :(,Mon Oct 08 06:49:07 +0000 2018,:(,"['viiini', 'nao', 'servico', 'pra', 'mim']",viiini nao servico pra mim,0
58,1046941466239610885,a gnt nao se vê muito :( mas gosto bastante de vc lembranças do niver do Pena mt linda saudades,Tue Oct 02 01:54:31 +0000 2018,:(,"['gnt', 'nao', 've', 'gosto', 'bastant', 'vc', 'lembranca', 'niver', 'pena', 'mt', 'linda', 'saudad']",gnt nao ve gosto bastant vc lembranca niver pena mt linda saudad,0
59,1049298983343067136,@BTSNewsBrasil @BTS_twt Peach Jelly minha filha mais linda e seus fancams :))),Mon Oct 08 14:02:27 +0000 2018,:),"['btsnewsbrasil', 'bt', 'twt', 'peach', 'jelli', 'filha', 'linda', 'fancam']",btsnewsbrasil bt twt peach jelli filha linda fancam,0
60,1046182837643227136,"'O sexo é fluido e ferramenta de adaptação para o futuro', diz bióloga. https://t.co/TpNOSMi3kL https://t.co/0Nkxda8021",Sat Sep 29 23:40:00 +0000 2018,jornaloglobo,"['sexo', 'fluido', 'ferramenta', 'adaptacao', 'futuro', 'diz', 'biologa']",sexo fluido ferramenta adaptacao futuro diz biologa,2
61,1043100537690963968,"Sob ecstasy, polvos ficam mais sociáveis e abraçam colegas em estudo https://t.co/X0OcRji8uh",Fri Sep 21 11:32:02 +0000 2018,folha,"['sob', 'ecstasi', 'polvo', 'ficam', 'sociavei', 'abracam', 'colega', 'estudo']",sob ecstasi polvo ficam sociavei abracam colega estudo,2
62,1037310050216206336,Reino Unido indicia 2 russos por caso de envenenamento de ex-espião https://t.co/vvqribgf1X,Wed Sep 05 12:02:42 +0000 2018,veja,"['reino', 'unido', 'indicia', 'russo', 'caso', 'envenenamento', 'ex', 'espiao']",reino unido indicia russo caso envenenamento ex espiao,2
63,1045368738088812544,"Dólar caiu :) - R$4,00 às 14:39",Thu Sep 27 17:45:03 +0000 2018,:),"['dolar', 'caiu', 'r']",dolar caiu r,1
64,1036696595868397568,"Incêndio de grandes proporções destrói o Museu Nacional, no Rio de Janeiro. Ele é considerado um dos museus mais antigos do Brasil, criado por Dom João VI e tem 200 anos de história. 🎥📺 ••• #DomingoEspetacular #Jornalismo #Matéria #Notícia #RecordTVBelém https://t.co/GPSrJTFsbb",Mon Sep 03 19:25:04 +0000 2018,#noticia,"['incendio', 'grand', 'proporco', 'destroi', 'museu', 'nacion', 'rio', 'janeiro', 'considerado', 'museu', 'antigo', 'brasil', 'criado', 'dom', 'joao', 'vi', 'ano', 'historia', 'domingoespetacular', 'jornalismo', 'materia', 'noticia', 'recordtvbelem']",incendio grand proporco destroi museu nacion rio janeiro considerado museu antigo brasil criado dom joao vi ano historia domingoespetacular jornalismo materia noticia recordtvbelem,2
65,1047189470708023296,Votar em partido pode não ser um bom negócio em eleição para deputados https://t.co/qjQ0RWyFVp https://t.co/0fJweSgUwq,Tue Oct 02 18:20:00 +0000 2018,folha,"['votar', 'partido', 'pode', 'nao', 'ser', 'bom', 'negocio', 'eleicao', 'deputado']",votar partido pode nao ser bom negocio eleicao deputado,1
66,1040642582865473538,"Paul Manafort, ex-chefe da campanha de Trump, se declara culpado em duas acusações de Robert Mueller e vai cooperar com investigações https://t.co/gGZXwCllct #G1 https://t.co/1mqPPjsKpC",Fri Sep 14 16:45:00 +0000 2018,g1,"['paul', 'manafort', 'ex', 'chefe', 'campanha', 'trump', 'declara', 'culpado', 'dua', 'acusaco', 'robert', 'mueller', 'vai', 'cooperar', 'investigaco', 'g']",paul manafort ex chefe campanha trump declara culpado dua acusaco robert mueller vai cooperar investigaco g,2
67,1044297918306557952,JORNAL DO CARRO: Veja ‘tecnologias’ arcaicas ainda em uso nos carros https://t.co/PGDaBpbxGB https://t.co/WqFlKieDuK,Mon Sep 24 18:50:00 +0000 2018,estadao,"['jornal', 'carro', 'veja', 'tecnologia', 'arcaica', 'ainda', 'uso', 'carro']",jornal carro veja tecnologia arcaica ainda uso carro,2
68,1034848411957297152,Veja o que é #FATO ou #FAKE nas entrevistas de Jair Bolsonaro para o Jornal Nacional e para o Jornal das Dez https://t.co/q1n3W1B9WJ,Wed Aug 29 17:01:02 +0000 2018,#fato,"['veja', 'fato', 'fake', 'entrevista', 'jair', 'bolsonaro', 'jornal', 'nacion', 'jornal', 'dez']",veja fato fake entrevista jair bolsonaro jornal nacion jornal dez,2
69,1044264709392863233,Ministro do STF diz que eleições impedem reanálise da prisão em segunda instância https://t.co/4M734qZpDH,Mon Sep 24 16:38:02 +0000 2018,folha,"['ministro', 'stf', 'diz', 'eleico', 'impedem', 'reanalis', 'prisao', 'segunda', 'instancia']",ministro stf diz eleico impedem reanalis prisao segunda instancia,2
70,1046925918478856192,"@juvieir4 suma não, não sei viver sem você :(",Tue Oct 02 00:52:44 +0000 2018,:(,"['juvieir', 'suma', 'nao', 'nao', 'sei', 'viver', 'voce']",juvieir suma nao nao sei viver voce,0
71,1048396212884463616,:) Auxiliem a deixar o blog no ar dando uma clicadinha no banner de propaganda. Isso nos faz com que consigamos deixar o blog ativo. https://t.co/cDqWcQUoWj #umbandayorima,Sat Oct 06 02:15:10 +0000 2018,:),"['auxiliem', 'deixar', 'blog', 'ar', 'dando', 'clicadinha', 'banner', 'propaganda', 'faz', 'consigamo', 'deixar', 'blog', 'ativo', 'umbandayorima']",auxiliem deixar blog ar dando clicadinha banner propaganda faz consigamo deixar blog ativo umbandayorima,2
72,1033099499743395840,"Acabamentista - São Paulo, SP https://t.co/Nxb8iHW9SS #emprego #oportunidade #vaga",Fri Aug 24 21:11:29 +0000 2018,#oportunidade,"['acabamentista', 'sao', 'paulo', 'sp', 'emprego', 'oportunidad', 'vaga']",acabamentista sao paulo sp emprego oportunidad vaga,2
73,1047151813487726592,"Na inauguração de Brasília, Charles Aznavour lançou música em homenagem à nova capital https://t.co/6Jxfsc2y4j #G1 https://t.co/ADC4pttCsN",Tue Oct 02 15:50:22 +0000 2018,g1,"['inauguracao', 'brasilia', 'charl', 'aznavour', 'lancou', 'musica', 'homenagem', 'nova', 'capit', 'g']",inauguracao brasilia charl aznavour lancou musica homenagem nova capit g,2
74,1045046863030878208,"Dólar cai para R$ 4,03 com pesquisa eleitoral e decisão do Fed sobre juros nos EUA https://t.co/ZgDStJlcXG",Wed Sep 26 20:26:02 +0000 2018,folha,"['dolar', 'cai', 'r', 'pesquisa', 'eleitor', 'decisao', 'fed', 'sobr', 'juro', 'eua']",dolar cai r pesquisa eleitor decisao fed sobr juro eua,2
75,1047456527727185920,Making Of diferente do noivo a gente também faz :) https://t.co/UR6lLuADeB,Wed Oct 03 12:01:11 +0000 2018,:),"['make', 'of', 'diferent', 'noivo', 'gent', 'tambem', 'faz']",make of diferent noivo gent tambem faz,1
76,1037773682217635840,Hospital infantil da Região de Curitiba fecha leitos e cancela cirurgias por falta de médicos https://t.co/JBx6VDEmZc #G1 #G1Parana https://t.co/8RmonJrUdK,Thu Sep 06 18:45:01 +0000 2018,g1,"['hospit', 'infantil', 'regiao', 'curitiba', 'fecha', 'leito', 'cancela', 'cirurgia', 'falta', 'medico', 'g', 'gparana']",hospit infantil regiao curitiba fecha leito cancela cirurgia falta medico g gparana,2
77,1049315805089943553,@claudiomurilo3 Affff. É uma frase de Harry Potter. :P,Mon Oct 08 15:09:17 +0000 2018,:),"['claudiomurilo', 'affff', 'frase', 'harri', 'potter', 'p']",claudiomurilo affff frase harri potter p,0
